UserId,Location,Rating,Headline,Review,Date,Value Rating,Food Rating ,Service  Rating ,Atmosphere  Rating 
Gillian D,Indialantic,3,Good Italian.,"Dolce Vita tries to have ambiance.  They have done a lot with the very limited space to make it intimate but the fact is -- there are lots and lots of tables squeezed in to a very small space.  It gets loud quickly when the place gets busy.

The food is good.  Definitely better than any chain restaurant.  Just not outstanding.  

The service can be hit or miss.

The wine is so so.  How hard can it be to serve a decent chianti at a reasonable price by the glass for an Italian restaurant?  There are those who will buy an expensive bottle, and those of us who prefer to just have one or two glasses without spending $10 per glass.

The parking can be tough -- the tight little lot out front fills up quickly so look to the lot behind the restaurant.",1/6/2014,3,4,3,3
Spiegs1968,Mechanicsburg,4,"Again, why isn't there a good between Average and Very good","Dolce Vita reads like a solid neighborhood place and I suspect many of those filling the restaurant on Sunday were regulars - We drive by there regularly and always see that it's packed so we decided to try it and were pleased with our experience. Having travelled throughout Europe, we found the food authentic and well prepared - the menu is wide with many variations of pasta as well as meat dishes, fish and of course pizza. The atmosphere is boisterous and service can seem to lag a bit but the fish was cooked perfectly and the pasta fresh and hot. Maybe not a special restaurat evening but certainly a place to bring family or make a regular stop for our weekly night out. Nice house wines, great desserts and a pleasant experience with the resident wandering minstrel. Not perfect but definately legions better than some of the negative comments noted by others - we will be back",12/1/2013,3,4,3,3
Tiffany L,Charlotte,5,Great Place,"Great food and atmosphere!! I would highly reccomend this place for anyone. Great selection at the wine bar, makes a great location for a date night or family meal.",11/30/2013,4,4,4,4
vidskids,Unknown,4,"Good food, service and value","If you like pasta, this is your place.  Lots of choices and sauces, plus chicken, veal and seafood.  Menu items are fresh and tasty.  Complementary valet parking is a nice touch considering the tiny lot.  Seating is a bit tight and noisy when full, but we'll definitely be back.",11/9/2013,4,4,4,4
MAKASB,Fairfax,5,Consistently good,"This is my husband's favorite restaurant so we come here fairly often, with friends, with our family, just the two of us.  The service is always good and the food is consistently good.  We've never had a bad experience.  I can no longer eat gluten and they are very knowledgeable and willing to prepare a dish specially for me without breading, for example.  Great place!",11/8/2013,4,5,5,3
Olga O,Fairfax,5,Best Fairfax City Hangout,"A great place to meet others, have a tasty glass of wine during happy hour and eat some exquisite treats to go with your Malbec or Merlot.",10/30/2013,4,4,4,4
Pary K,Washington DC,5,Dolce Vita,"Excellent place to take friends, family or a business dinner or lunch for authentic Italian food, (Owner is from Italy!) I have done all three on many occasions.  The servers are very nice and courteous.  They give you helpful advice on food and wine and are very accommodating on busy Friday nights.  A place worthwhile to try!",10/28/2013,4,5,5,4
rlh_kak,Unknown,5,Best Italian Bistro in No. VA,This is the best bistro Italian food in Northern Virginia.  The menu specials are always excellent - wine parings are perfect and service is the best!,10/21/2013,4,4,4,4
Liz620,New York City,4,Good food but seating pattern is interesting,Was in town with friends for a business trip. Found the restaurant online. Food was really good but we noticed that they surrounded us with families with babies. We weren't going to move because we were in the middle of eating but thought that it was strange that they'd literally surround us with babies in high chairs when there were plenty of other tables available.,10/8/2013,4,4,4,4
Millionmiletravelers,Brookfield,4,Very good Southern Italian cuisine,"Very nice southern Italian (Naplitano) restaurant.  It doesn't look like much on the outside, but it is well worth a stop.  Each of us thoroughly enjoyed our dinners.  I had the Lasagna - very nice:  noodles are al dente, good balance of sauce, ricotta, cheese and the sausage is nicely spiced.  A well-balanced meal.  Others in our party had tortellini and gnocchi - also well-enjoyed.  Prices are very reasonable and the value is worth the cost.  Service is very good - attentive and brought everything quickly when requested.  We'll be back!",9/13/2013,4,4,5,4
Ruth57718,Fairfax,4,Still great after 18 years!,We have followed this owner for more than the 18 years he has had Dolce Vita. And we are never disappointed with our visits there. You could easily pass it by in the traffic but it is worth looking for it to have a good meal. This visit was for lunch and our party had hot sandwiches and pasta dishes and everyone was delighted. But we still decided to have dessert and each had something different and all of the plates were clean! Dolce Vita is celebrating 18 years and had mailed us a coupon for 18% off our meal as well. Recommend this over the big chain restaurants if you want good Italian food and excellent service.,8/21/2013,5,5,5,4
cmschw@comcast.net,Alexandria,4,"GOOD FOOD AND WINE, RUSTIC AND A LITTLE NOISY","This week for lunch I had a very good meat Lasagna and an excellent glass of Italian wine. The main dish comes with a tasty salad.  My friend enjoyed a great red and another pasta dish.  The service here is excellent.  The drawback for a hearing impaired person or noise sensitive person is relatively high noise level of the place.  To compensate, I sat in the back.  The men's restrooom is one at a time and needs to be upgraded.  The place seems to be very authentic Italian.  I have been here three times so I rank the food better than the downsides.  TIP:  Sit in the  the back near a corner away from the restroom.  Try the Lasagna.  To avoid the noise element, come either early or late for lunch and for dinner I would come early.",8/8/2013,5,4,5,3
BaldAndHappy,Washington DC,5,Excellent lunch!,I have been there several times for lunch. Excellent sandwiches at very reasonable prices. This is a great place to go for lunch!,8/1/2013,5,5,5,5
Kristy W,Muscle Shoals,5,Oh my! Two amazing meals!,"We thoroughly enjoyed this little gem! So much so, that we went twice in one week! The first night we went, we had pasta dishes. The pasta was fresh and the sauces so creamy. We had some Amaretto Cake for dessert that was extremely light and delicious. The second time we went, we splurged a little and got Salmone Alla Erbe and Pollo Milanese. It was fabulous! We had Amaretto Cake again and also got a Chocolate Bomb for dessert. We were not disappointed with anything, and the service was great! We were also serenaded by a strolling guitarist, which made the experience even more enjoyable. If we are ever in Fairfax again, it will definitely be on the itinerary!",7/23/2013,5,5,5,5
GoodFood88,Washington DC,3,Interesting experience,"I have now been to DOlce Veloce twice for two totally differnt reasons.  One was a wake for a friends father and the other was for a dinner.  The food is small plate Italian, which is nice so you can get a bunch of different things for a reasonable price.  I imagine the owners would like you to linger and down a couple of bottles of the wine lining the walls as you get small plate after small plate, which sounds like a nice afternoon.  It is pretty tough to get here as it fills up quick and the parking is a nightmare.  There is valet service after 6 to help out.  

The last visit we took a turn through the menu, trying some different items.  First, the foccacia, which was more like slabs of toasted white bread with a nice dipping sauce.  There was nothing special about the bread.  The rice balls are good, but were a little cool, no cold.  They had a nice crunch and as a Happy Hour special, were a nice price.  The  Orecchiette baked with cheese and truffle oil was a nice adult mac and cheese.  If you are worried about truffle oil, don't be, it wasn't noticeable.  The Iceburg lettuce tossed with pancetta bits, corn, carrots, olives in a gorgonzola dressing was a nice salad, different, and unexpected.  We took a little break and then ordered the Mixed grilled skewers beef, chicken, and sausage, marinated in a balsamic vinaigrette over cous cous.  The cous cous was the large peral variety, and really buttery.  It held a lot of flavor, and the sausage was the best of the meat.  The chicken was a bit dry and beef was bland, but overall, not a bad dish.  

We were shown the dessert tray, which consists of entirely frozen examples.  Two of the desserts looked like and were more than likely straight from Costco (the half pineapple and half coconut), the other looked ok, but having them all come straight from the freezer seemed odd.  I went ahead and ordered the chocolate lava cake, which was small and more than likely from Costco as well.  When it arrived it was barely thawed.  We asked if it should have been hot and anothre waitress said yes and whisked it to the back.  Our regular waitress returned with a hot version (obviously microwaved) and explained some people like it cold.  It's lava cake.....who eats lava cake cold?  

Finally when we were leaving the waitress provided us with a stylus for a touch screen rather than a pen, which seemed weird as well.

Overall it was not a bad time and the food was fine.  I would consider going back with friends to allow everyone to order their own plates and to see other items on the menu.",6/27/2013,4,4,4,4
